Ngày,Lần Cuối,Mở,Cao ,Thấp,KL ,% Thay đổi
10/10/2014,"76,389.00","76,389.00","76,389.00","75,000.00",196.65K,0.00%
10/9/2014,"76,389.00","76,389.00","77,778.00","75,694.00",305.57K,0.00%
10/8/2014,"76,389.00","73,611.00","77,778.00","73,611.00",611.99K,3.77%
10/7/2014,"73,611.00","74,305.00","74,305.00","73,611.00",187.06K,-0.93%
10/6/2014,"74,305.00","73,611.00","74,305.00","72,917.00",373.32K,0.00%
10/3/2014,"74,305.00","74,305.00","75,000.00","73,611.00",281.09K,-0.93%
10/2/2014,"75,000.00","74,305.00","75,000.00","73,611.00",126.58K,0.94%
10/1/2014,"74,305.00","73,611.00","75,000.00","72,917.00",239.18K,1.90%
9/30/2014,"72,917.00","72,917.00","73,611.00","72,222.00",313.27K,0.00%
9/29/2014,"72,917.00","73,611.00","73,611.00","72,917.00",121.39K,-0.94%
9/26/2014,"73,611.00","73,611.00","74,305.00","72,917.00",161.93K,0.00%
9/25/2014,"73,611.00","73,611.00","74,305.00","72,917.00",165.17K,0.00%
9/24/2014,"73,611.00","74,305.00","75,000.00","73,611.00",87.45K,-1.85%
9/23/2014,"75,000.00","74,305.00","75,000.00","74,305.00",184.19K,0.00%
9/22/2014,"75,000.00","73,611.00","75,694.00","73,611.00",199.64K,1.89%
9/19/2014,"73,611.00","73,611.00","74,305.00","73,611.00",87.87K,-0.93%
9/18/2014,"74,305.00","74,305.00","75,000.00","73,611.00",238.00K,0.00%
9/17/2014,"74,305.00","75,000.00","75,694.00","74,305.00",145.04K,-0.93%
9/16/2014,"75,000.00","75,000.00","75,694.00","74,305.00",117.66K,0.00%
9/15/2014,"75,000.00","75,694.00","75,694.00","74,305.00",330.44K,-0.92%
9/12/2014,"75,694.00","75,694.00","76,389.00","75,000.00",136.96K,0.00%
9/11/2014,"75,694.00","75,694.00","76,389.00","75,000.00",119.16K,0.00%
9/10/2014,"75,694.00","75,694.00","76,389.00","75,000.00",260.01K,-0.91%
9/9/2014,"76,389.00","77,083.00","77,778.00","75,000.00",470.62K,-0.90%
9/8/2014,"77,083.00","77,083.00","77,778.00","76,389.00",316.71K,0.00%
9/5/2014,"77,083.00","77,778.00","77,778.00","77,083.00",368.22K,0.00%
9/4/2014,"77,083.00","77,778.00","78,472.00","77,083.00",92.69K,-0.89%
9/3/2014,"77,778.00","77,778.00","78,472.00","77,083.00",248.11K,0.90%
8/29/2014,"77,083.00","77,083.00","77,778.00","77,083.00",172.84K,0.00%
8/28/2014,"77,083.00","77,778.00","78,472.00","77,083.00",256.54K,-0.89%
8/27/2014,"77,778.00","78,472.00","78,472.00","77,778.00",129.15K,0.00%
8/26/2014,"77,778.00","78,472.00","79,167.00","77,778.00",291.53K,0.00%
8/25/2014,"77,778.00","78,472.00","79,167.00","77,778.00",541.58K,-0.88%
8/22/2014,"78,472.00","78,472.00","79,167.00","77,778.00",340.70K,0.00%
8/21/2014,"78,472.00","78,472.00","79,167.00","77,778.00",250.16K,0.89%
8/20/2014,"77,778.00","78,472.00","79,167.00","77,778.00",310.95K,-1.75%
8/19/2014,"79,167.00","79,167.00","79,861.00","78,472.00",351.36K,-0.87%
8/18/2014,"79,861.00","80,555.00","80,555.00","79,167.00",298.48K,-0.86%
8/15/2014,"80,555.00","80,555.00","81,250.00","79,861.00",342.52K,0.00%
8/14/2014,"80,555.00","79,167.00","80,555.00","79,167.00",640.23K,1.75%
8/13/2014,"79,167.00","78,472.00","81,250.00","78,472.00",1.07M,-0.15%
8/12/2014,"79,282.00","79,282.00","79,861.00","78,704.00",458.65K,-0.73%
8/11/2014,"79,861.00","81,018.00","81,018.00","79,861.00",441.23K,-1.43%
8/8/2014,"81,018.00","81,018.00","81,597.00","80,440.00",473.35K,0.00%
8/7/2014,"81,018.00","79,861.00","81,018.00","79,861.00",427.49K,1.45%
8/6/2014,"79,861.00","79,861.00","79,861.00","79,282.00",105.37K,0.73%
8/5/2014,"79,282.00","79,282.00","79,861.00","78,704.00",173.72K,0.00%
8/4/2014,"79,282.00","78,125.00","79,282.00","78,125.00",181.04K,1.48%
8/1/2014,"78,125.00","78,125.00","78,704.00","78,125.00",224.92K,-0.74%
7/31/2014,"78,704.00","78,704.00","78,704.00","78,125.00",152.70K,0.74%
7/30/2014,"78,125.00","78,704.00","78,704.00","77,546.00",191.76K,-0.74%
7/29/2014,"78,704.00","78,704.00","79,282.00","78,125.00",206.17K,0.74%
7/28/2014,"78,125.00","78,125.00","78,704.00","76,968.00",387.63K,-0.74%
7/25/2014,"78,704.00","79,282.00","79,282.00","78,704.00",265.18K,-0.73%
7/24/2014,"79,282.00","78,704.00","79,861.00","78,704.00",234.09K,-16.05%
7/23/2014,"94,444.00","95,139.00","95,139.00","93,750.00",377.78K,-0.73%
7/22/2014,"95,139.00","95,833.00","96,528.00","94,444.00",231.08K,-1.44%
7/21/2014,"96,528.00","93,750.00","96,528.00","93,055.00",1.01M,4.51%
7/18/2014,"92,361.00","89,583.00","93,055.00","89,583.00",664.23K,3.10%
7/17/2014,"89,583.00","88,889.00","89,583.00","88,889.00",110.88K,0.00%
7/16/2014,"89,583.00","90,278.00","90,278.00","89,583.00",263.65K,0.00%
7/15/2014,"89,583.00","88,889.00","90,278.00","88,889.00",160.09K,0.78%
7/14/2014,"88,889.00","88,194.00","88,889.00","88,194.00",148.49K,0.79%
7/11/2014,"88,194.00","88,194.00","88,889.00","87,500.00",88.52K,0.00%
7/10/2014,"88,194.00","88,889.00","89,583.00","87,500.00",245.61K,-0.78%
7/9/2014,"88,889.00","88,889.00","89,583.00","88,194.00",166.38K,-0.77%
7/8/2014,"89,583.00","88,889.00","89,583.00","88,194.00",229.54K,0.00%
7/7/2014,"89,583.00","90,278.00","90,972.00","88,889.00",248.33K,-0.77%
7/4/2014,"90,278.00","88,889.00","90,972.00","88,889.00",673.99K,2.36%
7/3/2014,"88,194.00","87,500.00","88,194.00","86,805.00",252.59K,1.60%
7/2/2014,"86,805.00","84,722.00","87,500.00","84,722.00",384.08K,2.46%
7/1/2014,"84,722.00","85,417.00","85,417.00","84,722.00",139.13K,0.00%
6/30/2014,"84,722.00","84,722.00","85,417.00","84,028.00",90.46K,0.00%
6/27/2014,"84,722.00","85,417.00","85,417.00","84,722.00",99.71K,-0.81%
6/26/2014,"85,417.00","84,722.00","85,417.00","84,722.00",115.36K,0.82%
6/25/2014,"84,722.00","84,722.00","85,417.00","84,028.00",133.04K,0.83%
6/24/2014,"84,028.00","84,028.00","84,722.00","84,028.00",80.67K,0.00%
6/23/2014,"84,028.00","84,028.00","84,722.00","84,028.00",77.31K,0.00%
6/20/2014,"84,028.00","84,722.00","84,722.00","84,028.00",118.63K,0.00%
6/19/2014,"84,028.00","84,028.00","84,722.00","84,028.00",136.90K,-0.82%
6/18/2014,"84,722.00","84,722.00","85,417.00","84,028.00",140.78K,0.00%
6/17/2014,"84,722.00","84,722.00","85,417.00","84,722.00",251.54K,0.00%
6/16/2014,"84,722.00","84,722.00","85,417.00","84,722.00",71.89K,0.00%
6/13/2014,"84,722.00","86,111.00","86,111.00","84,722.00",202.05K,-0.81%
6/12/2014,"85,417.00","84,722.00","85,417.00","84,722.00",152.01K,0.82%
6/11/2014,"84,722.00","85,417.00","85,417.00","84,028.00",284.11K,0.00%
6/10/2014,"84,722.00","85,417.00","86,111.00","84,722.00",229.97K,-1.61%
6/9/2014,"86,111.00","86,111.00","86,805.00","85,417.00",240.94K,0.00%
6/6/2014,"86,111.00","86,111.00","86,111.00","85,417.00",45.56K,0.00%
6/5/2014,"86,111.00","86,805.00","86,805.00","84,722.00",123.58K,0.00%
6/4/2014,"86,111.00","86,111.00","86,805.00","85,417.00",263.45K,0.00%
6/3/2014,"86,111.00","86,111.00","86,805.00","85,417.00",96.70K,0.00%
6/2/2014,"86,111.00","85,417.00","86,805.00","84,722.00",209.66K,0.81%
5/30/2014,"85,417.00","85,417.00","86,805.00","85,417.00",199.99K,0.00%
5/29/2014,"85,417.00","84,722.00","86,111.00","84,722.00",111.37K,0.00%
5/28/2014,"85,417.00","86,111.00","86,805.00","84,722.00",158.16K,-0.81%
5/27/2014,"86,111.00","86,111.00","86,805.00","84,722.00",224.58K,0.81%
5/26/2014,"85,417.00","86,805.00","86,805.00","85,417.00",153.55K,-1.60%
5/23/2014,"86,805.00","87,500.00","88,194.00","86,805.00",109.82K,-0.79%
5/22/2014,"87,500.00","86,805.00","88,889.00","86,805.00",295.56K,0.80%
5/21/2014,"86,805.00","85,417.00","86,805.00","85,417.00",169.78K,1.62%
5/20/2014,"85,417.00","84,722.00","86,111.00","84,028.00",204.29K,0.82%
5/19/2014,"84,722.00","84,028.00","85,417.00","83,333.00",238.72K,0.83%
5/16/2014,"84,028.00","83,333.00","84,722.00","82,639.00",317.68K,0.83%
5/15/2014,"83,333.00","84,722.00","86,805.00","82,639.00",436.78K,-3.23%
5/14/2014,"86,111.00","82,639.00","86,111.00","82,639.00",408.50K,2.48%
5/13/2014,"84,028.00","84,028.00","86,805.00","84,028.00",338.49K,-2.42%
5/12/2014,"86,111.00","90,278.00","90,278.00","84,722.00",639.58K,-4.62%
5/9/2014,"90,278.00","87,500.00","90,972.00","86,805.00",367.72K,4.00%
5/8/2014,"86,805.00","92,361.00","92,361.00","86,805.00",1.25M,-6.72%
5/7/2014,"93,055.00","93,055.00","94,444.00","92,361.00",138.62K,0.75%
5/6/2014,"92,361.00","95,139.00","95,139.00","91,667.00",390.67K,-2.92%
5/5/2014,"95,139.00","96,528.00","96,528.00","94,444.00",381.05K,-1.44%
4/29/2014,"96,528.00","95,833.00","97,222.00","95,833.00",116.63K,0.00%
4/28/2014,"96,528.00","97,222.00","97,222.00","96,528.00",227.51K,-1.42%
4/25/2014,"97,917.00","97,222.00","98,611.00","96,528.00",233.48K,1.44%
4/24/2014,"96,528.00","96,528.00","97,222.00","95,833.00",213.94K,0.00%
4/23/2014,"96,528.00","97,222.00","97,222.00","96,528.00",106.16K,-0.71%
4/22/2014,"97,222.00","97,222.00","97,222.00","95,833.00",230.79K,0.72%
4/21/2014,"96,528.00","97,222.00","97,222.00","96,528.00",365.76K,-0.71%
4/18/2014,"97,222.00","97,917.00","97,917.00","96,528.00",363.27K,-0.71%
4/17/2014,"97,917.00","97,917.00","98,611.00","97,222.00",284.79K,0.00%
4/16/2014,"97,917.00","97,917.00","98,611.00","96,528.00",385.17K,0.00%
4/15/2014,"97,917.00","98,611.00","99,305.00","97,222.00",494.63K,-0.70%
4/14/2014,"98,611.00","99,305.00","100,000.00","98,611.00",541.70K,-0.70%
4/11/2014,"99,305.00","99,305.00","100,694.00","98,611.00",289.40K,-0.70%
4/10/2014,"100,000.00","102,083.00","102,778.00","100,000.00",598.22K,-2.04%
4/8/2014,"102,083.00","102,778.00","103,472.00","102,083.00",409.25K,-0.68%
4/7/2014,"102,778.00","103,472.00","104,167.00","102,083.00",1.10M,2.07%
4/4/2014,"100,694.00","100,000.00","100,694.00","99,305.00",517.80K,0.69%
4/3/2014,"100,000.00","97,917.00","100,694.00","97,917.00",399.31K,2.13%
4/2/2014,"97,917.00","97,917.00","98,611.00","97,222.00",301.70K,0.00%
4/1/2014,"97,917.00","98,611.00","98,611.00","97,222.00",261.46K,0.00%
3/31/2014,"97,917.00","98,611.00","99,305.00","97,917.00",253.27K,0.00%
3/28/2014,"97,917.00","97,222.00","98,611.00","97,222.00",300.33K,0.71%
3/27/2014,"97,222.00","97,917.00","97,917.00","96,528.00",393.81K,0.00%
3/26/2014,"97,222.00","98,611.00","99,305.00","96,528.00",713.54K,-1.41%
3/25/2014,"98,611.00","99,305.00","100,000.00","98,611.00",472.82K,-0.70%
3/24/2014,"99,305.00","100,694.00","101,389.00","99,305.00",643.65K,-0.70%
3/21/2014,"100,000.00","99,305.00","100,694.00","99,305.00",350.02K,0.70%
3/20/2014,"99,305.00","101,389.00","102,083.00","99,305.00",635.36K,-2.06%
3/19/2014,"101,389.00","102,083.00","102,778.00","100,694.00",502.50K,-0.68%
3/18/2014,"102,083.00","102,778.00","102,778.00","101,389.00",635.76K,-0.68%
3/17/2014,"102,778.00","104,167.00","104,861.00","102,083.00",570.80K,-1.33%
3/14/2014,"104,167.00","102,083.00","105,555.00","101,389.00",1.15M,2.74%
3/13/2014,"101,389.00","97,917.00","101,389.00","97,917.00",1.45M,3.55%
3/12/2014,"97,917.00","97,222.00","99,305.00","97,222.00",1.07M,0.71%
3/11/2014,"97,222.00","97,222.00","97,917.00","96,528.00",458.41K,0.00%
3/10/2014,"97,222.00","96,528.00","97,917.00","96,528.00",284.31K,0.72%
3/7/2014,"96,528.00","96,528.00","97,222.00","95,833.00",162.13K,0.00%
3/6/2014,"96,528.00","96,528.00","97,222.00","95,833.00",382.38K,0.00%
3/5/2014,"96,528.00","97,222.00","97,222.00","96,528.00",169.23K,0.00%
3/4/2014,"96,528.00","97,222.00","97,917.00","96,528.00",290.06K,-1.42%
3/3/2014,"97,917.00","97,917.00","97,917.00","96,528.00",230.83K,0.00%
2/28/2014,"97,917.00","99,305.00","99,305.00","97,917.00",276.65K,-0.70%
2/27/2014,"98,611.00","96,528.00","100,000.00","95,833.00",1.76M,2.16%
2/26/2014,"96,528.00","96,528.00","96,528.00","95,833.00",200.15K,0.00%
2/25/2014,"96,528.00","96,528.00","97,222.00","95,833.00",433.77K,0.00%
2/24/2014,"96,528.00","95,833.00","97,222.00","95,833.00",247.78K,0.73%
2/21/2014,"95,833.00","95,833.00","97,222.00","95,139.00",349.10K,0.00%
2/20/2014,"95,833.00","96,528.00","97,222.00","95,833.00",490.03K,-0.72%
2/19/2014,"96,528.00","97,222.00","97,917.00","96,528.00",325.77K,-0.71%
2/18/2014,"97,222.00","97,222.00","97,917.00","96,528.00",321.31K,0.00%
2/17/2014,"97,222.00","97,222.00","97,917.00","96,528.00",217.56K,0.00%
2/14/2014,"97,222.00","97,222.00","98,611.00","96,528.00",436.98K,0.72%
2/13/2014,"96,528.00","97,917.00","97,917.00","96,528.00",210.74K,-0.71%
2/12/2014,"97,222.00","96,528.00","97,222.00","96,528.00",126.62K,0.72%
2/11/2014,"96,528.00","96,528.00","97,917.00","96,528.00",379.99K,-0.71%
2/10/2014,"97,222.00","97,222.00","97,222.00","95,833.00",297.10K,0.00%
2/7/2014,"97,222.00","97,222.00","97,917.00","96,528.00",347.37K,0.00%
2/6/2014,"97,222.00","97,917.00","98,611.00","97,222.00",255.01K,-0.71%
1/27/2014,"97,917.00","98,611.00","98,611.00","97,222.00",162.58K,-0.70%
1/24/2014,"98,611.00","97,917.00","99,305.00","97,917.00",376.00K,0.71%
1/23/2014,"97,917.00","97,222.00","98,611.00","97,222.00",154.61K,0.71%
1/22/2014,"97,222.00","98,611.00","98,611.00","96,528.00",459.33K,-0.71%
1/21/2014,"97,917.00","98,611.00","98,611.00","97,222.00",143.58K,-0.70%
1/20/2014,"98,611.00","96,528.00","100,694.00","96,528.00",744.68K,2.16%
1/17/2014,"96,528.00","95,139.00","97,917.00","95,139.00",777.73K,1.46%
1/16/2014,"95,139.00","95,833.00","95,833.00","95,139.00",107.61K,-0.72%
1/15/2014,"95,833.00","95,833.00","95,833.00","94,444.00",164.54K,0.73%
1/14/2014,"95,139.00","95,139.00","95,833.00","94,444.00",132.61K,0.00%
1/13/2014,"95,139.00","95,139.00","95,833.00","95,139.00",88.39K,-0.72%
1/10/2014,"95,833.00","94,444.00","96,528.00","94,444.00",292.16K,1.47%
1/9/2014,"94,444.00","94,444.00","94,444.00","93,750.00",44.78K,0.00%
1/8/2014,"94,444.00","93,750.00","94,444.00","93,750.00",56.02K,0.74%
1/7/2014,"93,750.00","94,444.00","94,444.00","93,750.00",152.45K,-0.73%
1/6/2014,"94,444.00","93,750.00","94,444.00","93,750.00",111.01K,0.00%
1/3/2014,"94,444.00","93,750.00","94,444.00","93,750.00",44.21K,0.74%
1/2/2014,"93,750.00","93,750.00","95,139.00","93,750.00",46.83K,0.00%
12/31/2013,"93,750.00","93,750.00","95,139.00","93,055.00",283.67K,0.00%
12/30/2013,"93,750.00","94,444.00","95,139.00","93,750.00",198.10K,-0.73%
12/27/2013,"94,444.00","93,750.00","95,139.00","93,750.00",101.20K,0.74%
12/26/2013,"93,750.00","94,444.00","95,139.00","93,750.00",301.77K,-0.73%
12/25/2013,"94,444.00","95,139.00","95,139.00","93,750.00",347.70K,-0.73%
12/24/2013,"95,139.00","95,833.00","96,528.00","95,139.00",147.31K,-0.72%
12/23/2013,"95,833.00","95,833.00","96,528.00","95,139.00",119.41K,-0.72%
12/20/2013,"96,528.00","96,528.00","96,528.00","95,833.00",108.82K,0.00%
12/19/2013,"96,528.00","96,528.00","96,528.00","95,833.00",105.68K,0.73%
12/18/2013,"95,833.00","96,528.00","96,528.00","95,833.00",180.69K,-0.72%
12/17/2013,"96,528.00","97,222.00","97,222.00","95,833.00",117.30K,0.00%
12/16/2013,"96,528.00","96,528.00","97,222.00","96,528.00",64.08K,-0.71%
12/13/2013,"97,222.00","97,917.00","97,917.00","96,528.00",84.85K,0.00%
12/12/2013,"97,222.00","97,222.00","97,917.00","97,222.00",93.76K,-0.71%
12/11/2013,"97,917.00","97,222.00","97,917.00","96,528.00",265.12K,0.71%
12/10/2013,"97,222.00","96,528.00","97,222.00","95,833.00",168.80K,0.72%
12/9/2013,"96,528.00","97,222.00","97,917.00","96,528.00",442.15K,-1.42%
12/6/2013,"97,917.00","98,611.00","98,611.00","97,917.00",57.37K,-0.70%
12/5/2013,"98,611.00","97,222.00","98,611.00","97,222.00",268.72K,0.71%
12/4/2013,"97,917.00","98,611.00","98,611.00","97,917.00",236.78K,-0.70%
12/3/2013,"98,611.00","97,917.00","99,305.00","97,917.00",343.74K,0.71%
12/2/2013,"97,917.00","98,611.00","98,611.00","97,917.00",240.64K,-0.70%
11/29/2013,"98,611.00","98,611.00","99,305.00","97,222.00",425.48K,0.00%
11/28/2013,"98,611.00","100,000.00","100,000.00","98,611.00",386.32K,-1.39%
11/27/2013,"100,000.00","101,389.00","101,389.00","100,000.00",325.38K,0.00%
11/26/2013,"100,000.00","97,917.00","100,694.00","97,222.00",1.15M,2.13%
11/25/2013,"97,917.00","97,917.00","97,917.00","97,222.00",122.34K,0.00%
11/22/2013,"97,917.00","97,917.00","98,611.00","97,222.00",154.10K,0.00%
11/21/2013,"97,917.00","98,611.00","98,611.00","97,222.00",272.33K,0.00%
11/20/2013,"97,917.00","97,917.00","98,611.00","97,917.00",119.16K,-0.70%
11/19/2013,"98,611.00","98,611.00","99,305.00","97,917.00",169.49K,0.00%
11/18/2013,"98,611.00","97,917.00","98,611.00","97,917.00",169.96K,0.71%
11/15/2013,"97,917.00","96,528.00","98,611.00","96,528.00",473.07K,1.44%
11/14/2013,"96,528.00","96,528.00","97,222.00","96,528.00",130.52K,0.00%
11/13/2013,"96,528.00","96,528.00","96,528.00","95,833.00",86.53K,0.00%
11/12/2013,"96,528.00","96,528.00","97,222.00","95,833.00",151.00K,0.00%
11/11/2013,"96,528.00","96,528.00","97,222.00","96,528.00",104.98K,0.00%
11/8/2013,"96,528.00","96,528.00","97,917.00","96,528.00",216.89K,-0.71%
11/7/2013,"97,222.00","97,222.00","97,917.00","96,528.00",207.00K,-0.71%
11/6/2013,"97,917.00","97,917.00","97,917.00","97,222.00",261.25K,0.00%
11/5/2013,"97,917.00","97,222.00","97,917.00","97,222.00",73.32K,0.71%
11/4/2013,"97,222.00","97,222.00","97,917.00","97,222.00",101.95K,0.00%
11/1/2013,"97,222.00","97,917.00","97,917.00","97,222.00",98.09K,0.00%
10/31/2013,"97,222.00","97,917.00","98,611.00","97,222.00",113.01K,-0.71%
10/30/2013,"97,917.00","97,917.00","97,917.00","97,222.00",62.78K,0.00%
10/29/2013,"97,917.00","97,917.00","98,611.00","96,528.00",392.67K,0.00%
10/28/2013,"97,917.00","98,611.00","99,305.00","97,917.00",80.14K,-0.70%
10/25/2013,"98,611.00","99,305.00","100,000.00","98,611.00",155.29K,0.00%
10/24/2013,"98,611.00","97,917.00","100,000.00","97,917.00",617.49K,0.71%
10/23/2013,"97,917.00","98,611.00","98,611.00","97,917.00",50.75K,0.00%
10/22/2013,"97,917.00","98,611.00","98,611.00","97,917.00",131.73K,-0.70%
10/21/2013,"98,611.00","98,611.00","98,611.00","97,917.00",119.81K,0.00%
10/18/2013,"98,611.00","97,917.00","98,611.00","97,917.00",200.74K,0.71%
10/17/2013,"97,917.00","98,611.00","99,305.00","97,917.00",181.18K,-0.70%
10/16/2013,"98,611.00","98,611.00","98,611.00","97,917.00",159.81K,0.00%
10/15/2013,"98,611.00","97,917.00","98,611.00","97,222.00",144.42K,0.71%
10/14/2013,"97,917.00","97,222.00","98,611.00","97,222.00",132.34K,0.71%
10/11/2013,"97,222.00","97,917.00","98,611.00","97,222.00",231.45K,0.00%
10/10/2013,"97,222.00","98,611.00","99,305.00","97,222.00",186.64K,-1.41%
10/9/2013,"98,611.00","97,222.00","99,305.00","96,528.00",481.85K,1.43%
10/8/2013,"97,222.00","97,222.00","97,222.00","96,528.00",225.69K,0.00%
10/7/2013,"97,222.00","97,222.00","97,917.00","96,528.00",220.77K,0.00%
10/4/2013,"97,222.00","96,528.00","97,222.00","95,833.00",127.24K,0.72%
10/3/2013,"96,528.00","97,222.00","97,222.00","96,528.00",88.88K,-0.71%
10/2/2013,"97,222.00","96,528.00","97,917.00","96,528.00",141.62K,0.72%
10/1/2013,"96,528.00","97,917.00","98,611.00","96,528.00",179.47K,-1.42%
9/30/2013,"97,917.00","97,222.00","97,917.00","96,528.00",132.71K,0.71%
9/27/2013,"97,222.00","96,528.00","97,222.00","95,833.00",82.45K,0.72%
9/26/2013,"96,528.00","97,222.00","97,917.00","96,528.00",132.44K,-0.71%
9/25/2013,"97,222.00","95,139.00","99,305.00","95,139.00",370.86K,1.45%
9/24/2013,"95,833.00","95,139.00","95,833.00","94,444.00",88.32K,0.73%
9/23/2013,"95,139.00","95,139.00","95,833.00","94,444.00",185.34K,-0.72%
9/20/2013,"95,833.00","95,139.00","95,833.00","94,444.00",50.89K,0.73%
9/19/2013,"95,139.00","95,139.00","95,833.00","94,444.00",83.64K,0.74%
9/18/2013,"94,444.00","95,833.00","95,833.00","94,444.00",106.01K,-0.73%
9/17/2013,"95,139.00","95,139.00","95,833.00","94,444.00",118.22K,0.00%
9/16/2013,"95,139.00","95,833.00","95,833.00","94,444.00",89.38K,-0.72%
9/13/2013,"95,833.00","95,139.00","95,833.00","94,444.00",82.64K,0.73%
9/12/2013,"95,139.00","95,833.00","95,833.00","95,139.00",97.04K,-0.72%
9/11/2013,"95,833.00","95,833.00","96,528.00","95,139.00",208.97K,0.00%
9/10/2013,"95,833.00","94,444.00","95,833.00","94,444.00",141.55K,1.47%
9/9/2013,"94,444.00","95,833.00","96,528.00","93,750.00",307.27K,-2.16%
9/6/2013,"96,528.00","98,611.00","98,611.00","95,833.00",897.05K,0.00%
9/5/2013,"96,528.00","96,528.00","98,611.00","95,833.00",872.66K,2.21%
9/4/2013,"94,444.00","93,750.00","96,528.00","93,750.00",805.87K,2.26%
9/3/2013,"92,361.00","91,667.00","93,750.00","90,972.00",346.82K,2.31%
8/30/2013,"90,278.00","91,667.00","92,361.00","87,500.00",1.42M,-1.52%
8/29/2013,"91,667.00","92,361.00","93,750.00","91,667.00",988.76K,-0.75%
8/28/2013,"92,361.00","95,833.00","95,833.00","92,361.00",1.01M,-4.32%
8/27/2013,"96,528.00","96,528.00","97,222.00","95,139.00",540.35K,-0.71%
8/26/2013,"97,222.00","93,750.00","97,222.00","90,972.00",1.15M,2.94%
8/23/2013,"94,444.00","99,305.00","99,305.00","93,055.00",1.92M,-4.90%
8/22/2013,"99,305.00","100,694.00","101,389.00","99,305.00",690.88K,-2.06%
8/21/2013,"101,389.00","100,694.00","101,389.00","100,000.00",334.25K,0.00%
8/20/2013,"101,389.00","102,778.00","103,472.00","100,694.00",865.34K,-2.67%
8/19/2013,"104,167.00","103,472.00","104,167.00","102,778.00",845.48K,0.00%
8/16/2013,"104,167.00","104,861.00","104,861.00","102,778.00",568.89K,-0.66%
8/15/2013,"104,861.00","104,167.00","104,861.00","103,472.00",372.59K,1.34%
8/14/2013,"103,472.00","102,083.00","103,472.00","101,389.00",296.78K,1.36%
8/13/2013,"102,083.00","100,694.00","102,083.00","100,694.00",307.12K,1.38%
8/12/2013,"100,694.00","101,389.00","101,389.00","100,694.00",167.41K,0.00%
8/9/2013,"100,694.00","100,694.00","101,389.00","100,000.00",229.06K,0.00%
